stationname,waterbody,date,do_min,do_max,do_avg,x,y
Loomis Street,South Branch Chicago River,"四月 18, 2000",4.220016,7.214391,6.0729847,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 19, 2000",3.880954,6.24584,4.83925729,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 20, 2000",5.032038,7.217663,6.05706387,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 21, 2000",5.967871,7.032246,6.36498062,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 22, 2000",6.228808,7.454798,6.81498045,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 23, 2000",7.03084,8.873912,7.56539708,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 24, 2000",6.557038,7.051205,6.7424805,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 25, 2000",6.202871,6.700319,6.48623041,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 26, 2000",6.329069,6.845035,6.56257579,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 27, 2000",6.18575,6.680749,6.39443991,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 28, 2000",5.682892,6.297892,6.00378516,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 29, 2000",4.908607,5.869321,5.46938058,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"四月 30, 2000",5.042892,5.972893,5.45664241,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 1, 2000",4.77575,5.466464,5.01265445,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 2, 2000",4.85575,6.197178,5.36539258,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 9, 2000",4.456935,4.933497,4.72929892,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 10, 2000",2.75881,4.845685,3.75740412,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 11, 2000",0.3632897,2.855373,1.88032092,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 12, 2000",0.3906856,4.54079,2.67490442,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 13, 2000",3.883915,4.827769,4.23907125,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 14, 2000",2.93579,4.358811,3.80823779,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 15, 2000",2.437561,4.10329,3.33907133,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 16, 2000",3.612874,5.05,4.61226316,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 17, 2000",4.52,5.41,4.975,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 18, 2000",4.06,5.42,4.78041666,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 19, 2000",3.97,5.28,4.7075,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 20, 2000",4.66,5.15,5.03166666,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 21, 2000",5,6.14,5.59583333,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 22, 2000",5.11,5.82,5.53791666,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 23, 2000",5.16,5.746234,5.39199666,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 24, 2000",4.941859,5.312172,5.11993212,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 25, 2000",4.57936,5.181859,4.86784879,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 26, 2000",4.279359,4.994359,4.66368204,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 27, 2000",4.105297,4.779672,4.46534862,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 28, 2000",3.704047,5.795297,4.73076537,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 29, 2000",4.609984,5.471547,4.98118195,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 30, 2000",2.660609,4.868603,3.79579087,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"五月 31, 2000",4.593186,5.766051,5.20675404,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 1, 2000",4.566363,5.634957,5.0859205,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 2, 2000",5.178395,5.59954,5.41925387,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 3, 2000",3.938447,5.290999,4.50550383,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 4, 2000",4.384748,5.795634,4.88050379,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 5, 2000",4.301363,6.608238,5.40175366,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 6, 2000",5.025686,6.863272,5.77876804,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 7, 2000",5.427935,7.865397,6.86246487,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 8, 2000",6.309853,6.819127,6.5724065,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 9, 2000",6.103583,6.46778,6.2781817,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 10, 2000",6.21664,6.620837,6.44187345,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 11, 2000",6.336899,6.99063,6.58806508,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 12, 2000",5.201355,6.47436,5.65842341,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 13, 2000",4.741878,5.706951,5.26048025,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 14, 2000",5.012815,6.77594,5.77778904,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 15, 2000",5.699534,6.716565,6.114039,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 16, 2000",4.913753,5.690628,5.40987233,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 17, 2000",4.68469,5.207502,4.97445562,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 18, 2000",5.127971,5.61969,5.36778887,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 19, 2000",4.942346,5.834221,5.32487216,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 20, 2000",5.405159,5.947892,5.67548354,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 21, 2000",5.058257,6.251069,5.69651166,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 22, 2000",5.475965,6.026538,5.72942812,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 23, 2000",5.348204,5.986121,5.69276133,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 24, 2000",5.672527,7.673465,6.5490112,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 25, 2000",5.724558,8.354193,6.84359441,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 26, 2000",3.368881,5.723047,4.61942758,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 27, 2000",3.920756,6.112955,5.05421575,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 28, 2000",5.91855,6.678907,6.15974012,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 29, 2000",6.274502,6.623669,6.40539504,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"六月 30, 2000",6.35224,6.837835,6.600633,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 1, 2000",6.228193,7.08724,6.72378779,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 2, 2000",6.946764,7.167121,7.09194241,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 3, 2000",1.459343,7.067954,5.18334375,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 4, 2000",2.239927,6.033343,4.61955183,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 5, 2000",5.442093,6.31451,5.99271858,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 6, 2000",5.58376,6.29851,5.91921837,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 7, 2000",5.72601,6.091927,5.93696837,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 8, 2000",5.567093,6.328176,5.90471812,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 9, 2000",5.941093,6.588093,6.24663462,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 10, 2000",4.633843,6.418593,5.77896783,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 11, 2000",2.236676,5.432593,4.08630133,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 12, 2000",4.001926,5.65584,5.26712616,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 13, 2000",5.37959,5.784173,5.5981317,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 14, 2000",5.636257,6.480423,5.9822985,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 15, 2000",5.460424,5.795424,5.64521525,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 16, 2000",5.33084,6.015424,5.70646541,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 17, 2000",5.670007,6.095424,5.83729866,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 18, 2000",5.677091,6.179392,5.97225204,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 19, 2000",5.727101,6.011684,5.88470516,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 20, 2000",5.738976,7.501476,6.33512183,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 21, 2000",5.660643,7.907726,6.59345512,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 22, 2000",5.673768,8.148975,6.62262162,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 23, 2000",5.885017,6.329601,6.12887175,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 24, 2000",5.896684,6.222726,6.12303833,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 25, 2000",5.665018,6.341252,6.07941029,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 26, 2000",6.05219,6.373127,6.20797104,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 27, 2000",6.094377,6.506044,6.25338766,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 28, 2000",5.979169,6.437711,6.27255433,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 29, 2000",5.599794,6.171669,5.86672087,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 30, 2000",6.074169,6.351981,6.23297083,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"七月 31, 2000",5.485419,6.33646,5.88130412,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 1, 2000",5.307919,6.276773,5.90367283,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 2, 2000",5.78,6.19,6.00708333,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 3, 2000",5.98,6.55,6.28583333,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 4, 2000",6.34,6.85,6.5675,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 5, 2000",6.49,6.8,6.6775,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 6, 2000",6.11,6.78,6.47083333,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 7, 2000",5.47,6.11,5.82625,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 8, 2000",5.324995,5.87,5.68913791,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 9, 2000",3.02187,5.677495,4.45150533,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 10, 2000",5.546557,6.160933,5.8198385,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 11, 2000",5.70937,7.156245,6.26442187,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 12, 2000",5.832182,7.759369,6.69858841,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 13, 2000",5.95062,6.284682,6.1660885,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 14, 2000",5.959995,6.252807,6.12900508,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 15, 2000",5.809057,6.788311,6.10078308,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 16, 2000",6.253415,6.831227,6.59430008,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 17, 2000",5.693311,6.584456,6.29263345,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 18, 2000",5.540602,6.251644,5.82055016,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 19, 2000",5.616748,6.071019,5.83596687,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 20, 2000",6.012894,6.30529,6.1763837,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 21, 2000",6.071436,6.393311,6.24888383,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 22, 2000",6.271957,6.648415,6.4534925,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 23, 2000",5.775471,6.272658,6.01820537,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 24, 2000",6.006409,6.649377,6.28237212,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 25, 2000",5.873753,6.290159,6.1532055,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 26, 2000",5.805002,6.216252,6.01070554,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 27, 2000",5.849065,6.360315,6.09695566,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 28, 2000",6.222815,6.444534,6.30737241,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 29, 2000",6.175472,7.279322,6.74023541,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 30, 2000",6.837916,7.188281,7.04643166,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"八月 31, 2000",6.007395,6.757864,6.42893158,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 1, 2000",6.666093,6.985624,6.82851504,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 2, 2000",6.665051,6.924218,6.80268175,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 3, 2000",6.493333,6.96401,6.68434862,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 4, 2000",6.332604,6.691666,6.55851525,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 5, 2000",6.741562,7.288645,6.99781983,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 6, 2000",6.950645,9.185311,7.80364479,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 7, 2000",7.183978,9.629978,8.19122808,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 8, 2000",6.906645,7.471978,7.20256141,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 9, 2000",6.899978,7.404644,7.17889462,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 10, 2000",7.059978,7.393978,7.25731129,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 11, 2000",6.874645,7.140645,6.97781133,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 12, 2000",2.149311,6.975311,3.72372795,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 13, 2000",3.161978,5.542645,4.26172795,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 14, 2000",5.350645,6.008645,5.67514462,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 15, 2000",4.756645,5.875978,5.24189454,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 16, 2000",4.967311,6.138645,5.51781125,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 17, 2000",5.103978,6.429978,5.83206125,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 18, 2000",5.585311,6.407978,6.1579777,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 19, 2000",6.069978,7.803311,7.22298041,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 20, 2000",7.141332,7.890499,7.58661866,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 21, 2000",6.653155,7.746593,7.07203545,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 22, 2000",6.954041,7.75102,7.3970357,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 23, 2000",7.111489,7.888052,7.52286908,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 24, 2000",5.775031,7.712895,6.92703587,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 25, 2000",6.968156,7.741594,7.253286,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 26, 2000",6.993833,7.69418,7.37676675,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 27, 2000",6.991992,7.350118,7.12983095,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 28, 2000",7.15918,7.79168,7.48733091,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 29, 2000",7.213711,7.568867,7.40316391,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"九月 30, 2000",7.039649,8.012149,7.5152472,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 1, 2000",7.853554,8.246367,8.01358037,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 2, 2000",7.324961,8.000116,7.72108029,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 3, 2000",6.170856,7.282617,6.74402787,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 4, 2000",6.312574,6.911689,6.67593362,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 5, 2000",4.815126,6.94247,5.93760025,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 6, 2000",4.979657,6.519553,5.73135008,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 7, 2000",6.679449,9.822262,7.6451002,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 8, 2000",6.672053,9.307574,7.85635,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 9, 2000",6.48747,7.603772,7.01510008,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 10, 2000",6.897498,7.631011,7.35544487,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 11, 2000",6.075466,7.313747,6.51221095,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 12, 2000",7.223279,8.261404,7.85471095,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 13, 2000",7.128435,7.769685,7.34721079,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 14, 2000",6.904997,7.186091,7.02887737,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 15, 2000",6.518747,7.21031,6.95012729,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 16, 2000",6.085778,6.538278,6.27971058,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 17, 2000",6.354684,7.085005,6.77530025,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 18, 2000",6.132192,7.015317,6.63766091,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 19, 2000",5.915005,6.328755,6.13141091,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 20, 2000",6.150942,6.845942,6.5184945,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 21, 2000",6.524692,6.972505,6.82641104,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 22, 2000",5.511255,6.395318,5.85307783,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 23, 2000",5.433755,6.45813,6.08641116,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 24, 2000",5.41292,6.350317,5.93961366,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 25, 2000",5.146462,5.768337,5.35094108,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 26, 2000",5.553128,6.200629,5.91094112,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 27, 2000",5.116879,5.583754,5.31802441,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 28, 2000",6.708545,8.340421,7.18635795,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 29, 2000",6.478545,9.536462,7.70449092,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 30, 2000",6.200212,6.913545,6.47781608,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十月 31, 2000",6.683962,7.468162,7.202041,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 1, 2000",7.251133,7.658383,7.48806391,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 2, 2000",7.490134,7.784411,7.59823066,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 3, 2000",7.3728,7.696161,7.49714745,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 4, 2000",7.276383,7.491883,7.3639807,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 5, 2000",6.778133,7.453328,7.21789729,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 6, 2000",5.761717,6.767828,6.21181408,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 7, 2000",5.909578,7.125911,6.61614741,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 8, 2000",6.01705,6.692856,6.24798075,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 9, 2000",5.794606,6.9988,6.2798142,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 10, 2000",6.411467,8.24544,7.5295642,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 11, 2000",4.098411,6.111161,5.00348083,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 12, 2000",5.942912,8.107411,7.0482307,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 13, 2000",7.966495,8.771606,8.45756429,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 14, 2000",6.667289,8.648856,7.47044783,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 15, 2000",6.152053,6.775901,6.5628952,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 16, 2000",5.956358,6.89251,6.41474216,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 17, 2000",6.15158,6.900508,6.68992258,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 18, 2000",6.17281,7.781422,7.01301912,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 19, 2000",6.42311,6.788032,6.57278308,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 20, 2000",6.544182,7.117755,6.76432787,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 21, 2000",7.073588,7.564422,7.30942158,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 22, 2000",7.109699,7.551644,7.32275495,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 23, 2000",6.709144,9.494143,7.69692162,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 24, 2000",6.483866,7.914422,6.85483825,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 25, 2000",6.739699,7.411644,7.01525479,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 26, 2000",6.049144,6.63831,6.33900491,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 27, 2000",6.019699,6.224422,6.08817158,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 28, 2000",6.120255,7.218301,6.7045105,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 29, 2000",6.438822,7.342468,6.96533225,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十一月 30, 2000",6.096947,6.901322,6.45908216,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 1, 2000",6.533613,6.975801,6.80616545,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 2, 2000",6.877884,7.204134,7.03783216,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 3, 2000",6.602676,7.354447,6.8753322,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 4, 2000",6.576947,7.20528,6.91116545,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 5, 2000",7.093509,7.603658,7.3390977,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 6, 2000",7.187512,7.899908,7.56527283,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 7, 2000",7.353033,7.863554,7.59860608,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 8, 2000",7.301054,7.656887,7.45610612,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 9, 2000",7.162408,7.532929,7.34860608,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 10, 2000",6.796262,7.163137,6.90277262,-9758344.963703979,5137957.171471312
Loomis Street,South Branch Chicago River,"十二月 11, 2000",6.861366,7.256679,7.07443904,-9758344.963703979,5137957.171471312
